Dados
"S.2.0X Verifica duvida | Fala que esse telefone não existe | Não é necessário que você possua um smartphone para para ter acesso aos diagnósticos e informações do veículo. Você pode acessar sua página no link através de um desktop. Para os comandos remotos, é possível solicitá-los através da Central  no  ou clicando no botão  de seu veículo."
"S.2.0X Verifica duvida | Fiz um cadastro para receber 3 meses grátis | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias gratuitos totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito. 

Para cadastrar o cartão de crédito e estender o período de gratuidade, você pode optar por uma das seguintes opções: 

• Apertar o botão azul do seu veículo e falar com um de nossos atendentes; 

• Entrar em contato com nossa Central de Atendimento: ; 

• Acessar o link: . 

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi. 

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
S.2.0X Verifica duvida | Gostaria da senha para acessar o  | É possível realizar a alteração de acesso somente na senha. O login (email) não pode ser alterado. Você pode solicitar pelo site ou pelo aplicativo.
"S.2.0X Verifica duvida | Gostaria de assinar o plano de wi-fi | É possível renovar seu plano  sem contratar o Wi-Fi, porém, para contratar um pacote Wi-Fi, é necessário ter pelo menos o plano  Connect ativado em seu veículo."
"S.2.0X Verifica duvida | Gostaria de fazer a troca do pacote | A  optou pela operadora  como parceira estratégica por possuir o melhor plano de investimento/expansão/velocidade de conexão, além de possuir a melhor cobertura nacional, dependendo da cobertura da região. Dessa forma, não é possível fazer a troca de operadora."
"S.2.0X Verifica duvida | Gostaria de fazer o cadastro para ter o on star por 3 meses conforme orientações do vendedor | Caso não haja renovação do serviço após os 3 meses de degustação, o aplicativo continua sim funcionando, porém com acesso somente a informações básicas como: - Agendamento de Serviços - Manual do Proprietário - Fale conosco"
"S.2.0X Verifica duvida | Gostaria de saber o que tenho direito com  | O serviço de guincho está disponível para todos os clientes que compraram um . Ele se encontra na plataforma Road Service disponível por 12 meses via Central de Relacionamento  no telefone  702 42 00 - Segunda-Sexta, das 8h às 20h e Sábados das 8h às 14h (exceto feriados nacionais).    Se evidenciada alguma pane, o Road Service enviará um guincho para levar o seu veículo até a concessionária  mais próxima, desde que seja dentro um raio de 200km do local da pane. Consulte mais informações pelo ."
"S.2.0X Verifica duvida | Gostaria de saber os valores para continuar com o plano  | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | Gostaria de saber quando vocês vão resolver o problema do cinto de segurança do meu carro | Teremos o maior prazer em ajudá-lo a investigar seu problema. Para isso, preciso que faça o login pelo link: "
"S.2.0X Verifica duvida | Gostaria de saber se o planos cobre rastreio de carro ,caso alguém venha roubar ? | No caso de roubo ou furto do seu veículo, ligue imediatamente para a Central  no . É necessário que realize um B.O. (Boletim de Ocorrência) na delegacia mais próxima ou pela internet."
"S.2.0X Verifica duvida | Gostaria de saber valor da mensalidade | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | Gostataria informações para assinar  | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias de gratuidade totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito.

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi.

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
"S.2.0X Verifica duvida | internet | Teremos o maior prazer em ajudá-lo a investigar seu problema. Para isso, preciso que faça o login pelo link: "
"S.2.0X Verifica duvida | isso não tem custo ne | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | Já apertei o botão azul algumas vezes e *NÃO* fui atendido... | Caso pressione o botão SOS sem querer, não há nenhum problema. Quando você for conectado a um agente, apenas verificaremos se existe qualquer outra coisa que possamos ajudar."
S.2.0X Verifica duvida | Já fiz a compra do pacote  | Sempre que terminado o seu pacote de dados a renovação não é automática. Para comprar um novo pacote de dados basta entrar em contato com a Central  no  ou pressionar o Botão Azul e falar com um agente.
"S.2.0X Verifica duvida | Já fiz a renovação | ##R.1.0

Renove o seu plano para ter mais proteção e conectividade. Pra renovar é só escolher a renovação"
"S.2.0X Verifica duvida | Já fiz isso ontem, que está acontecendo? | O acesso ao histórico de pagamento de seu plano está temporariamente indisponível."
S.2.0X Verifica duvida | ja tive no outro carro que tinha | É possível que outro condutor sem ser o proprietário do veículo consiga acessar o botão azul  e compre o Wi-Fi. Porém ele precisa ter o PIN cadastrado na hora da ativação em mãos.
"S.2.0X Verifica duvida | Liguei e ñ deu certo no  | No caso de não localização do veículo após um furto, a  não se responsabiliza pela devolução do valor do seu veículo. Esta é uma atribuição da Seguradora contratada pelo cliente. Porém, temos índices de recuperação veicular por volta de 95%."
"S.2.0X Verifica duvida | Mais estou muito triste | As etapas de ativação são as mínimas exigidas para que possamos liberar o serviço. Entendemos o desconforto de preencher todos os dados, mas tratam-se de vários serviços contratados como o  e Serviços Conectados bem como o Wi-Fi que, por sua vez, é provido por uma operadora de telefonia. Com isso, não temos como reduzir os passos para a ativação."
"S.2.0X Verifica duvida | Mais no momento não estão feichadas | Para saber quantos dispositivos estão conectados nesse momento na sua rede Wi-Fi, acesse as configurações de Wi-Fi no GSP e o número de dispositivos emparelhados será exibido."
"S.2.0X Verifica duvida | Me ligaram o tem oferecendo 4 meses grátis apenas por cadastrar meu cartão de crédito. Achei uma oportunidade boa nessa crise e contar com a segurança do . | É possível utilizar o cartão de terceiros para desbloquear os dois meses de gratuidade ou renovação. Porém, recomendamos que seja de um parente próximo e que o mesmo esteja presente para validar os dados de segurança."
"S.2.0X Verifica duvida | Meu carro tem 3 meses de uso e pelo meu app fala q esta tudo normal | Caso não haja renovação do serviço após os 3 meses de degustação, o aplicativo continua sim funcionando, porém com acesso somente a informações básicas como: - Agendamento de Serviços - Manual do Proprietário - Fale conosco"
"S.2.0X Verifica duvida | Meu celular não faz chamada pra  | Não é necessário que você possua um smartphone para para ter acesso aos diagnósticos e informações do veículo. Você pode acessar sua página no link /meu_ através de um desktop. Para os comandos remotos, é possível solicitá-los através da Central  no  ou clicando no botão  de seu veículo."
"S.2.0X Verifica duvida | Meu plano está válido até qual dia ? | Com o pacote Wi-Fi do seu , você pode conectar até 7 dispositivos (telefone celular, tablet, laptop, etc.)."
"S.2.0X Verifica duvida | Ñ estou conseguindo acessar o app  | Caso esteja enfrentando algum problema para ativar seu  pelo celular, recomendamos que a ativação seja feita num desktop ou notebook sempre efetuando a limpeza do histórico de navegação antes de clicar em “Aceitar” o convite. Estamos trabalhando para melhorar a experiência de ativação via smartphone."
"S.2.0X Verifica duvida | Nāo  entendi direito o que foi | No  nova geração, não oferecemos mais o serviço de Destino Seguro. Foi decidido como estratégia de negócio."
"S.2.0X Verifica duvida | Não consigo acessar o app do  | ##H.1.0

Utilize o aplicativo My App. Baixe pelo link, instale o app e faça login com suas credenciais"
"S.2.0X Verifica duvida | Não consigo realizar nada pelo site já tentei pois tenho interesse em renovar | ##R.1.0

Renove o seu plano para ter mais proteção e conectividade. Pra renovar é só escolher a renovação"
S.2.0X Verifica duvida | Não entendi até agora | Para cancelar seu plano  basta entrar em contato com a Central  no  ou pressionar o Botão Azul e falar com um agente.
"S.2.0X Verifica duvida | Não entendi o porquê da mensagem | No  nova geração, não oferecemos mais o serviço de Concierge. Foi decidido como estratégia de negócio. Porém, o  nova Geração oferece através da Central de Atendimento a localização de um ponto de interesse e o envio do mesmo no my link do seu veículo, se o mesmo tiver equipado."
"S.2.0X Verifica duvida | Não entendi qual o problema | Em caso de dúvidas ou problemas referentes ao aplicativo, serviços  ou Wi-Fi, entre em contato com a Central  no "
"S.2.0X Verifica duvida | Não quero | A  optou pela operadora  como parceira estratégica por possuir o melhor plano de investimento/expansão/velocidade de conexão, além de possuir a melhor cobertura nacional, dependendo da cobertura da região. Dessa forma, não é possível fazer a troca de operadora."
"S.2.0X Verifica duvida | Não sabe? Então o palpite não foi eficaz | Os históricos de localização, atualmente, não estão disponíveis para consulta."
"S.2.0X Verifica duvida | Não sei como informar que o telefone não é esse
... recado pra endereço errado | Não é necessário que você possua um smartphone para para ter acesso aos diagnósticos e informações do veículo. Você pode acessar sua página no link /meu_ através de um desktop. Para os comandos remotos, é possível solicitá-los através da Central  no  ou clicando no botão  de seu veículo."
"S.2.0X Verifica duvida | No  momento  devido  a  tudo  que  estamos  passando  não  vou  renovar | ##R.1.0

Renove o seu plano para ter mais proteção e conectividade. Pra renovar é só escolher a renovação"
"S.2.0X Verifica duvida | Nunca consegui usar o Wi-Fi desse veículo | É possível renovar seu plano  sem contratar o Wi-Fi, porém, para contratar um pacote Wi-Fi, é necessário ter pelo menos o plano  Connect ativado em seu veículo."
"S.2.0X Verifica duvida | O aplicativo não reconhece minhas credenciais | ##H.1.0

Utilize o aplicativo My App. Baixe pelo link, instale o app e faça login com suas credenciais"
"S.2.0X Verifica duvida | o cartão | É possível utilizar o cartão de terceiros para desbloquear os dois meses de gratuidade ou renovação. Porém, recomendamos que seja de um parente próximo e que o mesmo esteja presente para validar os dados de segurança."
"S.2.0X Verifica duvida | O meu on-star é válido até quando? | Com o pacote Wi-Fi do seu , você pode conectar até 7 dispositivos (telefone celular, tablet, laptop, etc.)."
"S.2.0X Verifica duvida | O meu sinal desligou, como faço p reativar? | O serviço  está disponível com sinal em todo o território nacional, porém, pode ocorrer variação do sinal dependendo da região em que o veículo se encontra."
"S.2.0X Verifica duvida | O  não esta funcionado !!! | No caso de não localização do veículo após um furto, a  não se responsabiliza pela devolução do valor do seu veículo. Esta é uma atribuição da Seguradora contratada pelo cliente. Porém, temos índices de recuperação veicular por volta de 95%."
S.2.0X Verifica duvida | O que é necessário para reativar o ? | Para utilizar o Condução Inteligente  é necessário ter um plano ativo a partir do Plano Standard Connect.
"S.2.0X Verifica duvida | O sistema não está funcionando mais | Teremos o maior prazer em ajudá-lo a investigar seu problema. Para isso, preciso que faça o login pelo link: "
"S.2.0X Verifica duvida | Oi boa tarde! Eu renovei por mais dois meses grátis...ate final de junho grátis.... | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias de gratuidade totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito.

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi.

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
"S.2.0X Verifica duvida | Oi, quero assinar o plano de Wifi: 2 GB - NAVEGAÇAO + MÚSICA* | No  nova geração, não oferecemos mais o serviço de Navegação por Seta (Turn By Turn). Foi decidido como estratégia de negócio."
"S.2.0X Verifica duvida | Outro | Infelizmente os pacotes Wi-Fi não podem ser transferidos para outro veículo. No entanto, se ainda estiver no período de cancelamento, você pode cancelar o pacote de dados e obter um reembolso parcial."
S.2.0X Verifica duvida | Pagamento já foi regularizado. | O acesso ao histórico de pagamento de seu plano está temporariamente indisponível.
S.2.0X Verifica duvida | Para que serve a funcao enviar rota | A funcionalidade de envio de rota no MyLink está disponível inicialmente apenas para o modelo Cruze 2020.
S.2.0X Verifica duvida | Para Reativar é de graça? | A instalação e uso do aplicativo my App é gratuita.
S.2.0X Verifica duvida | Pode confirmar | Você pode desativar o ponto de acesso Wi-Fi a qualquer momento. Selecione Wi-Fi no seu GPS e desmarque a opção após confirmar o PIN da conta .
"S.2.0X Verifica duvida | Poderia informar onde posso ver pq a internet não está funcionando?!! | Teremos o maior prazer em ajudá-lo a investigar seu problema. Para isso, preciso que faça o login pelo link: "
"S.2.0X Verifica duvida | Poderia prorrogar o tempo, desde que comprei o carro não estou usando por conta da quarentena | Cada veículo deve ter o seu  e Wi-Fi ativados. Não é possível fazer transferência do serviço. Caso tenha vendido seu veículo  e comprado um novo modelo, você deve entrar em sua conta do meu. e excluir seu veículo vendido da garagem. Recomendamos que entre em contato com a Central  no  e comunique que o veículo anterior foi vendido."
"S.2.0X Verifica duvida | Por a informação | ##O.1.0

Temos vários canais de comunicação para que você esteja sempre conectado conosco. Botão para chamar atendente, pelo site, entre em contato pela central de atendimento "
"S.2.0X Verifica duvida | Por gentileza gostaria de saber se já suspenderam o  da minha Tracker 2017/2018 | Não é possível solicitar suspensão provisória dos serviços . Você pode solicitar o cancelamento de seu plano e caso queira ativar novamente um dos planos disponíveis, basta entrar em contato com a Central  no  ou pressionar o Botão Azul e falar com um agente."
"S.2.0X Verifica duvida | Porque? | No  nova geração, não oferecemos mais o serviço de Concierge. Foi decidido como estratégia de negócio. Porém, o  nova Geração oferece através da Central de Atendimento a localização de um ponto de interesse e o envio do mesmo no my link do seu veículo, se o mesmo tiver equipado."
"S.2.0X Verifica duvida | Posso ajudar? | O  pode ajudar com todo tipo de emergência. Se ocorreu um acidente, uma emergência médica ou caso você tenha visto algum acidente próximo a você e quer alertar os serviços de emergência, basta pressionar o botão SOS."
S.2.0X Verifica duvida | Preciso  cancelar o cadastro  com vcs | Para cancelar seu plano  basta entrar em contato com a Central  no  ou pressionar o Botão Azul e falar com um agente.
"S.2.0X Verifica duvida | Quais os benefícios  que eu tenho? | Pelo Aplicativo , além dos comandos remotos: ""Ligar e Desligar"", ""Luzes e Buzinas"" e ""Travar e Destravar as portas"", você também acessa outros serviços como:  - Localização do veículo - Diagnósticos do veículo - Agendamento de Serviços - Rede Wi-Fi - Condução Inteligente  - Navegação (se o veículo for compatível) - Plano  - Acessar a conta - Editar o my App - Configurações - Manual do Proprietário - Videos e Artigos - Fale conosco"
S.2.0X Verifica duvida | Qual a senha do Wifi?? | É possível realizar a alteração de acesso somente na senha. O login (email) não pode ser alterado. Você pode solicitar pelo site ou pelo aplicativo.
"S.2.0X Verifica duvida | Qual o valor mensal? | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | Qual o valor para reativar o  | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | Qual valor dos pacotes de vocês | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | Quando acabar os dois meses de gratuidade já renova automaticamente? | É possível utilizar o cartão de terceiros para desbloquear os dois meses de gratuidade ou renovação. Porém, recomendamos que seja de um parente próximo e que o mesmo esteja presente para validar os dados de segurança."
"S.2.0X Verifica duvida | Quando comprei o veículo o vendedor disse que tinha 3 meses grates  dos serviços | Caso não haja renovação do serviço após os 3 meses de degustação, o aplicativo continua sim funcionando, porém com acesso somente a informações básicas como: - Agendamento de Serviços - Manual do Proprietário - Fale conosco"
"S.2.0X Verifica duvida | Quanto que tem que pagar por mês? Amesalidade | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | Quantos está. Preço plano mais barato | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | Que valor posso pagar via boletos | Inicialmente, a forma de pagamento disponível para  e Wi-Fi é via cartão de crédito, no entanto, estamos trabalhando para disponibilizar novas opções de pagamento em breve."
"S.2.0X Verifica duvida | Quero resposta da minha pergunta. | O prazo para análise e retorno é de até 5 dias. Para casos em que o cliente ficou sem algum serviço  por tempo determinado, sugerimos que o mesmo contate a Central  e formalize que deseja uma compensação do período/serviço em questão."
"S.2.0X Verifica duvida | Quero saber o valor e mensal ou anual | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | Quero sim continuar com . | Caso não haja renovação do serviço após os 3 meses de degustação, o aplicativo continua sim funcionando, porém com acesso somente a informações básicas como: - Agendamento de Serviços - Manual do Proprietário - Fale conosco"
"S.2.0X Verifica duvida | Se não não quero | A  optou pela operadora  como parceira estratégica por possuir o melhor plano de investimento/expansão/velocidade de conexão, além de possuir a melhor cobertura nacional, dependendo da cobertura da região. Dessa forma, não é possível fazer a troca de operadora."
"S.2.0X Verifica duvida | Segunda consta na compra do carro eu tenho direito a usar o  3 meses grátis eu quero que me informar sobre isso | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias gratuitos totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito. 

Para cadastrar o cartão de crédito e estender o período de gratuidade, você pode optar por uma das seguintes opções: 

• Apertar o botão azul do seu veículo e falar com um de nossos atendentes; 

• Entrar em contato com nossa Central de Atendimento: ; 

• Acessar o link: . 

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi. 

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
"S.2.0X Verifica duvida | Sim, gostaria de saber se posso cadastrar outro cartão de crédito | Para alterar os dados do cartão de crédito cadastrado, basta entrar em contato com a Central  no  ou clicar no botão  em seu retrovisor/teto."
"S.2.0X Verifica duvida | Tenho uma dúvida | Em caso de dúvidas ou problemas referentes ao aplicativo, serviços  ou Wi-Fi, entre em contato com a Central  no "
"S.2.0X Verifica duvida | Tenho uma dúvida! | Em caso de dúvidas ou problemas referentes ao aplicativo, serviços  ou Wi-Fi, entre em contato com a Central  no "
"S.2.0X Verifica duvida | Tenho uma dúvida. | Em caso de dúvidas ou problemas referentes ao aplicativo, serviços  ou Wi-Fi, entre em contato com a Central  no "
"S.2.0X Verifica duvida | Valor | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | Vcs não respondem as perguntas do zap não? | As etapas de ativação são as mínimas exigidas para que possamos liberar o serviço. Entendemos o desconforto de preencher todos os dados, mas tratam-se de vários serviços contratados como o  e Serviços Conectados bem como o Wi-Fi que, por sua vez, é provido por uma operadora de telefonia. Com isso, não temos como reduzir os passos para a ativação."
"S.2.0X Verifica duvida | Vcs só fazer no cartão de crédito | Para alterar os dados do cartão de crédito cadastrado, basta entrar em contato com a Central  no , clicar no botão  em seu retrovisor/teto ou acessar o link: "
"S.2.0X Verifica duvida | Vou fazer isso. | O  não é considerado um e nem é relacionado a seguros. Para isso, você deve procurar uma seguradora."
"S.2.0X Verifica duvida | Vou ficar com o wi-fi | É possível renovar seu plano  sem contratar o Wi-Fi, porém, para contratar um pacote Wi-Fi, é necessário ter pelo menos o plano  Connect ativado em seu veículo."
"S.3.1 Menu | 1. Como ativar o on star e wi-fi | ##C.1.0

Ativar o  e Wi-Fi é bem simples. Montei aqui um passo a passo de como realizar essa ativação."
"S.3.1 Menu | 1. Como ativar o  e wi- fi | ##C.1.0

Ativar o  e Wi-Fi é bem simples. Montei aqui um passo a passo de como realizar essa ativação."
"S.3.1 Menu | Bom dia! Não estou conseguindo acessar o aplicativo da  para fazer o diagnóstico do veículo, estava funcionando normalmente | Caso esteja enfrentando algum problema para ativar seu  pelo celular, recomendamos que a ativação seja feita num desktop ou notebook sempre efetuando a limpeza do histórico de navegação antes de clicar em “Aceitar” o convite. Estamos trabalhando para melhorar a experiência de ativação via smartphone."
"S.3.1 Menu | Cobrança antes do vencimento do plano gratuito | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias de gratuidade totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito.

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi.

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
"S.3.1 Menu | Como ativar o instar e wi fi | ##C.1.0

Ativar o  e Wi-Fi é bem simples. Montei aqui um passo a passo de como realizar essa ativação."
"S.3.1 Menu | Como ativar o t e ganhar os dois meses gratuitos? | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias gratuitos totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito. 

Para cadastrar o cartão de crédito e estender o período de gratuidade, você pode optar por uma das seguintes opções: 

• Apertar o botão azul do seu veículo e falar com um de nossos atendentes; 

• Entrar em contato com nossa Central de Atendimento: ; 

• Acessar o link: . 

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi. 

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
"S.3.1 Menu | Como ativar  | ##C.1.0

Ativar o  e Wi-Fi é bem simples. Montei aqui um passo a passo de como realizar essa ativação."
"S.3.1 Menu | Como faço para solicitar mais dados de internet? | O Pacote Wi-Fi é utilizado durante um mês após a contratação. Após esse período é necessário fazer a renovação. Caso não utilize o pacote em sua totalidade, o restante dos dados é expirado. Para renovar o Wi-Fi é só entrar em contato com a central  no  0474320 ou clicar no Botão  e falar com um de nossos agentes."
S.3.1 Menu | Dormiu desligado tudo | Para que o Wi-Fi funcione é necessário que a ignição esteja LIGADA.
"S.3.1 Menu | Emergência | No caso de emergência, entre em contato imediatamente com a Central  clicando no Botão SOS no retrovisor/teto de seu ."
"S.3.1 Menu | Eu asesa | Caso visualize uma luz em seu painel, pressione o botão de serviço  a qualquer momento. Um agente poderá executar um diagnóstico completo do seu veículo quando solicitado."
"S.3.1 Menu | eu não  consigo  ligar o ônix premier pelo aplicativo ? | Pelo Aplicativo , além dos comandos remotos: ""Ligar e Desligar"", ""Luzes e Buzinas"" e ""Travar e Destravar as portas"", você também acessa outros serviços como:  - Localização do veículo - Diagnósticos do veículo - Agendamento de Serviços - Rede Wi-Fi - Condução Inteligente  - Navegação (se o veículo for compatível) - Plano  - Acessar a conta - Editar o my App - Configurações - Manual do Proprietário - Videos e Artigos - Fale conosco"
"S.3.1 Menu | Favor, excluam meus dados da empresa | Cada veículo deve ter o seu  e Wi-Fi ativados. Não é possível fazer transferência do serviço. Caso tenha vendido seu veículo  e comprado um novo modelo, você deve entrar em sua conta do meu. e excluir seu veículo vendido da garagem. Recomendamos que entre em contato com a Central  no  e comunique que o veículo anterior foi vendido."
"S.3.1 Menu | Gostaria  de confirmar se eu estou  cadastrado  nesse  email. | Para saber quantos dispositivos estão conectados nesse momento na sua rede Wi-Fi, acesse as configurações de Wi-Fi no GSP e o número de dispositivos emparelhados será exibido."
S.3.1 Menu | Gostaria de cancelar as faturas  | Para cancelar seu plano  basta entrar em contato com a Central  no  ou pressionar o Botão Azul e falar com um agente.
"S.3.1 Menu | Gostaria de saber o que aconteceu que cancelaro meu serviço | O  não é considerado um e nem é relacionado a seguros. Para isso, você deve procurar uma seguradora."
"S.3.1 Menu | GPS | Os históricos de localização, atualmente, não estão disponíveis para consulta."
"S.3.1 Menu | Me entregaram um veiculo com defeitos de fabricação, quero meu dinheiro investido de volta! | Caso algum serviço  não estiver funcionando favor entre em contato com a Central  no  ou clique no botão  em seu veículo. O prazo para análise e retorno é de até 5 dias. Caso tenha ficado sem algum serviço  por tempo determinado, sugerimos que entre com contato com a Central  e formalize que deseja uma compensação do período/serviço em questão."
"S.3.1 Menu | Meu  não está funcionando. | Teremos o maior prazer em ajudá-lo a investigar seu problema. Para isso, preciso que faça o login pelo link:"
"S.3.1 Menu | Meu Wifi está ativo! Só não tem internet | É possível renovar seu plano  sem contratar o Wi-Fi, porém, para contratar um pacote Wi-Fi, é necessário ter pelo menos o plano  Connect ativado em seu veículo."
"S.3.1 Menu | Minha dúvida é se meu  está ativo ainda?  Agora que completou um mês gratuito, são três meses né? | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias gratuitos totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito. 

Para cadastrar o cartão de crédito e estender o período de gratuidade, você pode optar por uma das seguintes opções: 

• Apertar o botão azul do seu veículo e falar com um de nossos atendentes; 

• Entrar em contato com nossa Central de Atendimento: ; 

• Acessar o link: . 

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi. 

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
"S.3.1 Menu | Não consigo entrar em contato via telefone | Não é necessário que você possua um smartphone para para ter acesso aos diagnósticos e informações do veículo. Você pode acessar sua página no link /meu_ através de um desktop. Para os comandos remotos, é possível solicitá-los através da Central  no  ou clicando no botão  de seu veículo."
S.3.1 Menu | Não quero  que me vigiam | Qualquer recebimento de chamado da Central de atendimento  em seu celular não é cobrado.
"S.3.1 Menu | Não quero falar com robô | Em caso de dúvidas ou problemas referentes ao aplicativo, serviços  ou Wi-Fi, entre em contato com a Central  no "
"S.3.1 Menu | Não wfi | O  e Wi-Fi são serviços distintos. Enquanto o  refere-se aos Serviços de Segurança, Emergência e Serviços Conectados, o Wi-Fi refere-se a contratação e utilização do mesmo."
"S.3.1 Menu | nem acendeu luz interna | Caso visualize uma luz em seu painel, pressione o botão de serviço  a qualquer momento. Um agente poderá executar um diagnóstico completo do seu veículo quando solicitado."
S.3.1 Menu | o que é o ? |  é uma tecnologia exclusiva que garante segurança aos usuários e conectividade aos produtos . Conheça mais sobre os serviços acessando o link /servicos_
S.3.1 Menu | o que é  |  é uma tecnologia exclusiva que garante segurança aos usuários e conectividade aos produtos . Conheça mais sobre os serviços acessando o link /servicos_
S.3.1 Menu | O que é ? |  é uma tecnologia exclusiva que garante segurança aos usuários e conectividade aos produtos . Conheça mais sobre os serviços acessando o link /servicos_
"S.3.1 Menu | O Wi-Fi não está funcionando | Teremos o maior prazer em ajudá-lo a investigar seu problema. Para isso, preciso que faça o login pelo link:"
"S.3.1 Menu | outro modelo 7 | Para saber quais são os veículos que possuem  Nova Geração, consulte o link /servicos_ e consulte o modelo."
"S.3.1 Menu | Planos  | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
